system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28339] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28354] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28356] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28372] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28374] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28393] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28408] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28410] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28426] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28428] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28443] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28445] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28460] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28462] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28475] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28477] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28505] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28507] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   6.19342] destroying display 005D4678 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.19633] converting display bitmap 06F25490 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.19704] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.19789] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.19794] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.19848] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20002] converting display bitmap 06F24AB8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20015] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20048] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20052] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20068] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20150] converting display bitmap 06F24C20 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20158] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20191] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20197] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20212] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20290] converting display bitmap 06F25760 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20300] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20333] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20350] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20422] converting display bitmap 06F247E8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20429] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20453] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20458] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20476] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20563] converting display bitmap 06F25328 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20570] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20600] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20618] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20706] converting display bitmap 06F239D8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20716] added dtor for object 06F25058, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20746] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20752] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20769] removed dtor for object 06F25058
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20849] converting display bitmap 06F243B0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20856] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.20886] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.20891] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.20907] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.20983] converting display bitmap 06F24248 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.20990] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21010] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21014] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21029] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21102] converting display bitmap 06F24680 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21115] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21140] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21156] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21222] converting display bitmap 06F24518 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21229] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21247] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21252] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21266] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21323] converting display bitmap 06F24950 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21331] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21356] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21371] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21431] converting display bitmap 06F23CA8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21438] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21462] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21477] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21535] converting display bitmap 06F23F78 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21542] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21565] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21581] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21641] converting display bitmap 06CC3D40 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21647] added dtor for object 06F240E0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21665] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21670] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21687] removed dtor for object 06F240E0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21752] converting display bitmap 06CC26C0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21759] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21777] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21781] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21796] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21859] converting display bitmap 06CC42E0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21866] added dtor for object 06F240E0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21884] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21889] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.21904] removed dtor for object 06F240E0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.21977] converting display bitmap 06CC3638 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.21989] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22009] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22014] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22030] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22093] converting display bitmap 06CC2828 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22099] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22120] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22126] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22142] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22202] converting display bitmap 06CC3200 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22209] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22232] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22238] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22255] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22322] converting display bitmap 06CC3908 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22330] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22356] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22374] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22438] converting display bitmap 06CC2F30 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22445] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22466] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22471] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22487] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22551] converting display bitmap 06CC3368 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22558] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22577] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22582] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22598] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22657] converting display bitmap 06CC2558 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22663] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22683] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22687] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22702] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22771] converting display bitmap 06CC34D0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22783] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22802] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22806] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22822] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22881] converting display bitmap 06CC37A0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22888] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.22907] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.22911] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.22927] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.22990] converting display bitmap 06CC4178 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.22997] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23017] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23021] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23036] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23094] converting display bitmap 06CC2DC8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23100] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23120] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23124] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23139] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23207] converting display bitmap 06CC4010 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23215] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23237] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23242] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23257] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23316] converting display bitmap 06CC2AF8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23323] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23346] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23351] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23365] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23429] converting display bitmap 06CC3BD8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23436] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23455] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23459] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23473] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23540] converting display bitmap 06CC3EA8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23547] added dtor for object 06F240E0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23568] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23574] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23588] removed dtor for object 06F240E0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23658] converting display bitmap 06CC3A70 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23671] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23693] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23698] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23714] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23777] converting display bitmap 06CC2C60 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23785] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23811] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23828] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23885] converting display bitmap 06CC2990 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.23891] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.23910] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.23915] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.23930] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.23995] converting display bitmap 06CC3098 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24002] added dtor for object 06F25058, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24024] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24029] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24046] removed dtor for object 06F25058
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24109] converting display bitmap 05D8E8C8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24116] added dtor for object 06F24EF0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24141] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24156] removed dtor for object 06F24EF0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24219] converting display bitmap 05D8E5F8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24226] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24247] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24252] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24267] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24344] converting display bitmap 05D8F408 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24357] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24380] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24385] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24401] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24478] converting display bitmap 05D8EE68 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24491] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24515] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24520] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24537] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24621] converting display bitmap 05D8F2A0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24633] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24655] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24659] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24675] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24749] converting display bitmap 05D8EFD0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24757] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24778] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24782] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24795] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24873] converting display bitmap 05D8E760 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24880] added dtor for object 06F24EF0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.24901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.24905] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.24917] removed dtor for object 06F24EF0
